id,comment_id,drug_id,sentence_index,sentences,ADR,WD,EF,INF,SSI,DI,Findings,others,rating,category
281,44,EffexorXR.44,2,I wanted to die.,,,,,,,,1,1,snri
282,44,EffexorXR.44,3,Took me over a month to get rid of the withdrawal.,,1,,,,,,0,1,snri
283,44,EffexorXR.44,4,I WOULD NEVER TAKE THIS EVIL DRUG AGAIN.,,,,,,,,1,1,snri
284,44,EffexorXR.44,5,The depression wasn't as bad as the drug !,,,,,1,1,,0,1,snri
285,45,EffexorXR.45,1,The drug caused me to have NO sex drive and NO emotions.,1,,,,,,,0,1,snri
286,45,EffexorXR.45,2,"When I should have been crying, I had no desire.",1,,,,,,,0,1,snri
287,45,EffexorXR.45,3,The side effects of coming off this drug are hell.,,1,,,,,,0,1,snri
288,45,EffexorXR.45,4,Obviously I see this is a very addictive drug as far as withdrawl symptoms.,,1,,,,,,0,1,snri
289,45,EffexorXR.45,5,"Even tapering the drug, I have had SEVERE dizzines and SEVERE nausea.",,1,,,,,,0,1,snri
290,45,EffexorXR.45,6,No one can prepare you the side effects when you decide to stop taking it.,,1,,,,,,0,1,snri
291,45,EffexorXR.45,7,The Effexor did work for my depression while taking Lamictal.,,,1,,1,1,,0,1,snri
292,45,EffexorXR.45,8,"I felt great, but needed to try another anti-depressent to help with my sex drive.",1,,1,,,,,0,1,snri
293,46,EffexorXR.46,1,"loss of sex drive and ablity,dont care about anything.",1,,,,,,,0,1,snri
294,46,EffexorXR.46,2,i went from freaking out about every thing to couldn't care less.,1,,,,1,,,0,1,snri
295,46,EffexorXR.46,3,i gained some weight but nothin to rave about.,1,,,,,,,0,1,snri
296,46,EffexorXR.46,4,loss of friends and made my relationship with family hard.,1,,,,,,,0,1,snri
297,46,EffexorXR.46,5,THE WITH DRAWS OF THE MED IS SO INTENCE.,,1,,,,,,0,1,snri
298,46,EffexorXR.46,6,I WANT TO ANY ONE TO PLEASE DO NO TAKE THIS VERY ADDICTING MED.,,1,,,,,,0,1,snri
299,46,EffexorXR.46,7,I AM STILL TRYING KICK IT.,,,,,,,,1,1,snri
300,46,EffexorXR.46,8,I STARTED TO OPEN THE CAPSEL AND EMPTY OUT HALF.,,,,,,,,1,1,snri
301,46,EffexorXR.46,9,"BUT OH MY GOD , THE HEAD ACHES .SENCEITIVITY TO LIGHT AND MOVEMENT.",,1,,,,,,0,1,snri
302,46,EffexorXR.46,10,I MOVE TO FAST AND I WANT TO HUREL.,,1,,,,,,0,1,snri
303,46,EffexorXR.46,11,PLEASE I MEAN PLEASE BEWARE OF THIS MED.,,,,,,,,1,1,snri
304,47,EffexorXR.47,1,While on the medication I would experience painful shocks through out my body when I would miss a dose even by an hour.,,1,,,,,,0,1,snri
305,47,EffexorXR.47,2,"These shocks radiated from my forehead, to my teeth, and then the rest of the way down my body.",1,,,,,,,0,1,snri
306,47,EffexorXR.47,3,They were so bad I would involuntarily turn my head.,1,,,,,,,0,1,snri
307,47,EffexorXR.47,4,My depression never got better while on this.,,,,1,1,!,,0,1,snri
308,47,EffexorXR.47,5,I experienced weight gain and loss of sex drive.,1,,,,,,,0,1,snri
309,47,EffexorXR.47,6,When I finally went to the doctor and demanded to be taken off of Effexor she started to slowly decrease the dose.,,,,,,,,1,1,snri
310,47,EffexorXR.47,7,Even cutting the dose in half caused me to have SEVERE shocks all day long.,,1,,,,,,0,1,snri
311,47,EffexorXR.47,8,When I went down to taking none the withdrawl effects were so bad.,,1,,,,,,0,1,snri
312,47,EffexorXR.47,9,During the first week I could not be around my 4 year old son because of extreme anger!,,1,,,,,,0,1,snri
313,47,EffexorXR.47,10,For the first two weeks I could not drive and could barely leave my bed.,,1,,,,,,0,1,snri
314,47,EffexorXR.47,11,I constantly felt like the room was spinning.,,1,,,,,,0,1,snri
315,47,EffexorXR.47,12,After about six weeks the withdrawl effects decreased.,,,,,,,,1,1,snri
316,47,EffexorXR.47,13,I have been off of Effexor for about nine months and I still experience withdrawl effects atleast once a week.,,1,,,,,,0,1,snri
317,47,EffexorXR.47,14,I swear these shock effects never go away!,,1,,,,,,0,1,snri
318,47,EffexorXR.47,15,I would never recommend this medication to anyone.,,,,,,,,1,1,snri
319,47,EffexorXR.47,16,It nearly ruined my life.,,,,,,,,1,1,snri
320,47,EffexorXR.47,17,Please use serious caution with this medication.,,,,,,,,1,1,snri
321,47,EffexorXR.47,18,"Feel free to email me, I have been through it all with Effexor.",,,,,,,,1,1,snri
322,47,EffexorXR.47,19,"(Also, I am now on Elavil and it has helped me more than anything my doctor's have ever tried.)",,,,,,,,1,1,snri
323,48,EffexorXR.48,1,"Only fatigue and sexual side effects while taking it, during withdrawal I have shortness of breath, dizziness, light headedness, brain zaps, bouts of nausia, sweating, very strange dreams, some nightmares, mood swings, and lots of drowsiness.",1,1,,,,,,0,1,snri
324,48,EffexorXR.48,2,"I know this drug has helped some people, but I only hope you know about the withdrawal before you go on it.",,,,,,,,1,1,snri
325,48,EffexorXR.48,3,I trusted my doctor of 13 years and just started taking it on her recommendation.,,,,,,,,1,1,snri
326,48,EffexorXR.48,4,I was only mildly depressed and had I known then what I know now about the withdrawals I never would have taken this.,,1,,,1,1,,0,1,snri
327,48,EffexorXR.48,5,"I have missed so much work because I can't even drive most days, let alone function in an office.",,1,,,,,,0,1,snri
328,48,EffexorXR.48,6,"I went from 75mg to 37.5 mg for a week, then 37.5mg every other day for 2 weeks .",,,,,,,,1,1,snri
329,48,EffexorXR.48,7,what a roller coaster that was .,,,,,,,,1,1,snri
330,48,EffexorXR.48,8,"good day, bad day, good day, etc.",,,,,,,,1,1,snri
331,48,EffexorXR.48,9,I have been completely off for 3 days and have had NO improvement in my withdrawal symptoms.,,1,,,,,,0,1,snri
332,48,EffexorXR.48,10,I am so miserable at this stage that I'm worse off than when I started taking this by far.,,,,1,,,,0,1,snri
333,48,EffexorXR.48,11,I wish you all the best.,,,,,,,,1,1,snri
334,49,EffexorXR.49,1,WORST WITHDRAWAL EVER.,,1,,,,,,0,1,snri
335,49,EffexorXR.49,2,"I've been on anti-depressants for at least 5years, and I've tried multiple ones but by far effexor was the worst.",,,,,,,,1,1,snri
336,49,EffexorXR.49,3,Yea it helped during the time I took it.,,,1,,,,,0,1,snri
337,49,EffexorXR.49,4,"But if I missed a dose I got those ""brain zaps"", and I just felt in a fog not myself at all.",,1,,,,,,0,1,snri
338,49,EffexorXR.49,5,But when I came off it was the WORST experience I felt like I was in withdrawal from a hardcore drug.,,1,,,,,,0,1,snri
339,49,EffexorXR.49,6,"Brain zaps constantly, the shakes, sweating, nightmares, anxiety, muscle spasms, and crying spells, Don't take effexor its not worth the risk of a horrible withdrawal.",,1,,,,,,0,1,snri
340,49,EffexorXR.49,7,"It has a half life of 5hours, that's why you feel so crummy after missing one dose.",,1,,,,,,0,1,snri
341,49,EffexorXR.49,8,awful awful medication.,,,,,,,,1,1,snri
342,50,EffexorXR.50,1,"Suicidal thoughts and attempts, Dreadful withdrawal-nearly ruined my life and continues to be a huge problem.",1,1,,,,,,0,1,snri
343,50,EffexorXR.50,2,"I cannot get off this drug but i cannot stay on it either, Pure poison!",,1,,,,,,0,1,snri
344,51,EffexorXR.51,1,"extreme fatigue, lack of motivation, wanting to sleep/rest all the time, sweating, hot flashes, weight gain, headaches, short term memory lapses electric shock/brain zap feelings with even 1 missed dose.",1,1,,,,,,0,1,snri
345,51,EffexorXR.51,2,"If I could go back, there's no way I'd let a doctor push me into taking this drug.",,,,,,,,1,1,snri
346,51,EffexorXR.51,3,I took zoloft for years with no problems.,,,,,,,,1,1,snri
347,51,EffexorXR.51,4,"Then after two stillbirths, I let my doctor push me into switching to effexor.",,,,,,,,1,1,snri
348,51,EffexorXR.51,5,The side effects have been terrible.,1,,,,,,,0,1,snri
349,51,EffexorXR.51,6,Trying to wean off is even worse-the withdrawls are brutal.,,1,,,,,,0,1,snri
350,51,EffexorXR.51,7,"I  have insisted on stopping the effexor, and now the doctor is pushing pristiq (the ""new and improved"" effexor).",,,,,,,,1,1,snri
351,51,EffexorXR.51,8,I have declined and will be trying the zoloft again.,,,,,,,,1,1,snri
352,52,EffexorXR.52,1,"severe constipation, weight gain, nightmares, hypothyroidism, and another.",1,,,,,,,0,1,snri
353,52,EffexorXR.52,2,I continued to take effexor until I found the information about the,,,,,,,,1,1,snri
354,53,EffexorXR.53,1,Coming off this drug after 10 yrs is HELL!,,1,,,,,,0,1,snri
355,53,EffexorXR.53,2,"Doctors dont warn you about this when throwing you on it,  My advice, dont do it!",,,,,,,,1,1,snri
356,53,EffexorXR.53,3,"It's simply a cover up your feelings drug,seriously, don't take it!",1,,,,,,,0,1,snri
357,53,EffexorXR.53,4,"Crying, brain zaps, nausea, vomiting, serious mood swings,ect.",1,,,,,,,0,1,snri
358,53,EffexorXR.53,5,"no sex drive, weight gain, o",1,,,,,,,0,1,snri
359,54,EffexorXR.54,1,"anxiety, o",1,,,,,,,0,1,snri
360,55,EffexorXR.55,1,"Felt like on an LSD badtrip, but way worse.",1,,,,,,,0,1,snri
361,55,EffexorXR.55,2,Made me even more suicidal.,1,,,1,1,!,,0,1,snri
362,55,EffexorXR.55,3,Its can be a very dangerous drug for those who have an intolerance to it.,,,,,,,,1,1,snri
363,56,EffexorXR.56,1,"Inability to gain an erection without significant physical stimulation from partner; even then, orgasm was infrequent.",1,,,,,,,0,1,snri
364,56,EffexorXR.56,2,"I began to get twitches that felt like bodily electricity, which was not only startling and uncomfortable, but also led to me developing an incapacitating social anxiety that used to be only nominal, and i still retain a modified form of the latter two side effects to this day (it's been a year and a half).",1,,,,,,,0,1,snri
365,56,EffexorXR.56,3,"I firmly believe that it should not be approved for medical use unless some method of effective test is made to make sure that it won't worsen your state while you're on it, but even more importantly, after you get off of it.",,,,1,,,,0,1,snri
366,56,EffexorXR.56,4,"I had to begin taking a different prescription (Lamictal) to counteract the side effects that it gave me for a couple months longer than I was on Effexor XR, and now they are TOLERABLE, but I still feel a social anxiety unlike anything I'd ever experience before.",1,,,1,1,,,0,1,snri
367,56,EffexorXR.56,5,When I get nervous (which is often) my body will literally move in coordination with other people's bodies.,1,,,,,,,0,1,snri
368,56,EffexorXR.56,6,"I used to describe it as if vague, kind of abstracted strings were pulling me and everyone else around me in accordance with eachother.",1,,,,,,,0,1,snri
369,56,EffexorXR.56,7,"When I told my doctor that he most likely misunderstoof and thought I was exhibiting schizophreniform symptoms, when in reality, I didn't believe in any of it, it was merely the only way I could describe the sensation.",,,,,,,,1,1,snri
370,57,EffexorXR.57,1,I was a ZOMBIE!,1,,,,,,,0,1,snri
371,57,EffexorXR.57,2,"Looked like I could have been in ""Night of the Living Dead"", Never, never, never again.",,,,,,,,1,1,snri
372,58,EffexorXR.58,1,"Started off feeling great, a few months later- terrible!",,,1,1,,,,0,1,snri
373,58,EffexorXR.58,2,"Totally numb, couldn't summon any feelings, even toward my partner.",1,,,,,,,0,1,snri
374,58,EffexorXR.58,3,"Put on a huge amount of weight,  Constantly constipated,  Not motivation.",1,,,,,,,0,1,snri
375,58,EffexorXR.58,4,Exhaustion that was so bad I couldn't get out of bed.,1,,,,,,,0,1,snri
376,58,EffexorXR.58,5,Panic attacks came back.,1,,,,1,,,0,1,snri
377,58,EffexorXR.58,6,Am now tapering off and it's hell.,,1,,,,,,0,1,snri
378,58,EffexorXR.58,7,"Wish I never started, o",,,,,,,,1,1,snri
379,59,EffexorXR.59,1,"Horrible insomnia, shakes, the ""brain shivers"" many talk about, and I couldn't sit still.",1,,,,,,,0,1,snri
380,59,EffexorXR.59,2,I lost over 50 lbs in the last 6 months just from lack of eating or throwing up what I did eat.,1,,,,,,,0,1,snri
381,59,EffexorXR.59,3,"The doctor knew I was on Steroid inhalers and a smoker when not pregnant, but did nothing when my blood pressure skyrocketed but double my dose.",1,,,,,,1,0,1,snri
382,59,EffexorXR.59,4,"I had to stop working because I work in Tech/IT and I couldn't stare at a computer screen or focus my eyes without becoming violently nauseous, Horrible vertigo .",1,,,,,,,0,1,snri
383,59,EffexorXR.59,5,I felt like I was always in a bad hash high and scarily disconnected from my body.,1,,,,,,,0,1,snri
384,59,EffexorXR.59,6,I started S/I again for the first time in years while on Effexor.,1,,,1,,,,0,1,snri
385,59,EffexorXR.59,7,It all finally came to a hilt after not taking 2 doses under doctors orders New Years Eve because I knew I would be drinking.,,,,,,,,1,1,snri
386,59,EffexorXR.59,8,Full blown hallucinations .,,1,,,,,,0,1,snri
387,59,EffexorXR.59,9,slipped into a dissociative episode and called the cops on my husband thinking he was a boyfriend who died almost 10 years ago and trying to kill me.,,1,,,,,,0,1,snri
388,59,EffexorXR.59,10,"When I told the doctor about the episode,.",,,,,,,,1,1,snri
389,59,EffexorXR.59,11,"The doctor put me on Effexor after miscarrying in my 5th month of pregnancy, but did not prescribe any kind of Grief Therapy.",,,,,,,,1,1,snri
390,60,EffexorXR.60,1,"always tired but cannot sleep at night, i wake up every hour.",1,,,,,,,0,1,snri
391,60,EffexorXR.60,2,have to take sleeping pills with it.,1,,,,,,,0,1,snri
392,60,EffexorXR.60,3,"no desire to have sex, cannot orgasim, currently hurts to have sex.",1,,,,,,,0,1,snri
393,60,EffexorXR.60,4,"nausea in the morning, hot all the time all day long, long very detailed dreams like watching a movie, shortness of breath, fatigue, some night sweats, not feeling happy or sad, just dont care, at first was in a good mood no irritability but currently having mood swings, o",1,,1,1,,,,0,1,snri
394,61,EffexorXR.61,1,"Please do not take this drug, I started taking it for depression and after just 5 days my hair has fallen out at the front I now have a huge bald patch.",1,,,,1,1,,0,1,snri
395,61,EffexorXR.61,2,It should be banned.,,,,,,,,1,1,snri
396,61,EffexorXR.61,3,One of the side effects is Alopecia.,1,,,,,,,0,1,snri
397,61,EffexorXR.61,4,"I have thick long dark hair and am devastated, Horrible drug.",,,,,,,,1,1,snri
398,61,EffexorXR.61,5,"I have since read a lot and found many people experiencing hair loss, some now are having to wear hair pieces or wigs.",,,,,,,,1,1,snri
399,62,EffexorXR.62,1,Hypertension.,1,,,,,,,0,1,snri
400,62,EffexorXR.62,2,Extreme anxiety attacks lasting for 3 full days and nights .,1,,,,,,,0,1,snri
401,62,EffexorXR.62,3,after only 3 x 75mg tablets of effexor xr.,,,,,,,,1,1,snri
402,62,EffexorXR.62,4,"I have been on Avanza (60mg) for about 18 months, and the doctor recently recommended adding 75mg of Efexor in the morning, and reducing the Avanza to 30mg at night, First day (Wednesday) was fine, second day (Thursday) i started getting anxiety attacks every couple of hours, leading up to around lunchtime when i found myself to be extremely agitated and in a permanent state of anxiety, the likes of which i have never experienced before .",1,,1,1,,,,0,1,snri
403,62,EffexorXR.62,5,"shakes, very panicky, extremely agitated and nervous, etc.",1,,,,,,,0,1,snri
404,62,EffexorXR.62,6,"Friday i was in two minds about taking the pill, but did it anyway, and the anxiety just didn't stop.",1,,,1,,,,0,1,snri
405,62,EffexorXR.62,7,"I have not taken the effexor since Friday morning, it is now Monday and i am JUST starting to lose the anxiousness, not to mention the feeling of total exhaustion and loss of sleep.",1,1,,,,,,0,1,snri
406,62,EffexorXR.62,8,"It was that bad that i basically have hidden all weekend, didn't answer the phone and was very apprehensive about even going downstairs to do the washing.",,,,,,,,1,1,snri
407,62,EffexorXR.62,9,"At least i finally managed to get some sleep last night, with the help of 2 stillnox tablets.",,,,,,,,1,1,snri
408,62,EffexorXR.62,10,For me this drug has been shit and i will never take it again.,,,,,,,,1,1,snri
409,62,EffexorXR.62,11,"The side effects are easily found on the net, so if you are a first timer, be wary of the side effects.",1,,,,,,,0,1,snri
410,63,EffexorXR.63,1,Gained 50 pounds when I have never been overweight in my life.,1,,,,,,,0,1,snri
411,63,EffexorXR.63,2,Also had no sexual desire.,1,,,,,,,0,1,snri
412,63,EffexorXR.63,3,"After I quit, I have started losing weight and I have gone into a sexual frenzy!",,1,,,,,,0,1,snri
413,64,EffexorXR.64,1,"felt like i was inside screaming and nobody could hear me, teeth grinding, sweating like mad, hot hot hot, weight gain, headaches and general feeling of tiredness.",1,,,,,,,0,2,snri
414,64,EffexorXR.64,2,"At first it was ok, and then once i got on the 75 mg a day, it really changed, nausea feeling, hadache, no sex drive.",1,,1,,,,,0,2,snri
415,64,EffexorXR.64,3,i felt as if i needed to be doing something all of the time.,1,,,,,,,0,2,snri
416,64,EffexorXR.64,4,"i lowered my own dose to everyother day and on those days i take it i can physically see the difference, my husband says i look worried, great!",,,,,,,,1,2,snri
417,64,EffexorXR.64,5,"i am type A personality and am in the public eye alot, but since on this i do not want to go out anywhere and i surely don't want to do my job, so i must get off of this and try something else.",,,,1,,,,0,2,snri
418,65,EffexorXR.65,1,"weight gain, dry mouth, decreased libido.",1,,,,,,,0,2,snri
419,65,EffexorXR.65,2,Withdrawal is unbearable.,,1,,,,,,0,2,snri
420,65,EffexorXR.65,3,Glutathione may help to get off from this drug.,,,,,,,,1,2,snri
421,65,EffexorXR.65,4,"You can get sublingual tablets at a health food store, Also, to minimize withdrawal symptoms, you may ask your doctor to switch you to Prozac.",,,,,,,,1,2,snri
422,65,EffexorXR.65,5,"Hope this helps, and do some research before taking any drug!",,,,,,,,1,2,snri
423,65,EffexorXR.65,6,Good luck to everyone!,,,,,,,,1,2,snri
424,66,EffexorXR.66,1,"Throat ulcers, ear ache, jittery, nervous, migrane when I missed a dose, dangerous interaction with Incocid suppository (for pain from tear in disc) blood in stool, vaginal bleeding.",,1,,,,,,0,2,snri
425,66,EffexorXR.66,2,"Felt flat and no interest in life, Didn't make me any happier or less anxious.",1,,,1,1,,,0,2,snri
426,66,EffexorXR.66,3,"Side effects were awful - antibiotics for ulcers and ear ache, stomach cramps, period screwed up.",1,,,,,,,0,2,snri
427,66,EffexorXR.66,4,"Am weaning off, and is going well.",,,,,,,,1,2,snri
428,66,EffexorXR.66,5,"Took a 37.5 pill apart, removed 1/4 beads.",,,,,,,,1,2,snri
429,66,EffexorXR.66,6,"Bad head ache next day, but after that OK. After 4 more days on 3/4 dose, took 1/2 beads out and had no side effects.",,1,,,,,,0,2,snri
430,66,EffexorXR.66,7,"Will drop to 3/4 beads out in another 4 days, then stop.",,,,,,,,1,2,snri
431,67,EffexorXR.67,1,intense increase in anxiety and agitation.,1,,,1,1,!,,0,2,snri
432,67,EffexorXR.67,2,seems that effexor caused an episode of hypomania with extreme anxiety resulting in increased depression; not a good mix for my condition; regime includes lithium (1500mg); lamictal (300mg); buspar (50mg); abilify (15mg),1,,,1,1,!,,0,2,snri
433,68,EffexorXR.68,1,"increased sleepiness, intense weight gain.",1,,,,,,,0,2,snri
434,68,EffexorXR.68,2,"it helped with my depression and some with my anxiety, but i gained 35 lbs!",1,,1,,1,1,,0,2,snri
435,68,EffexorXR.68,3,never felt satisfied after eating.,1,,,,,,,0,2,snri
436,68,EffexorXR.68,4,"i have a history of eating disoders, so this did NOT help with that.",,,,1,1,!,,0,2,snri
437,68,EffexorXR.68,5,Recently switched to Wellbutrin XL.,,,,,,,,1,2,snri
438,69,EffexorXR.69,1,BAD sweating!,1,,,,,,,0,2,snri
439,69,EffexorXR.69,2,weight loss at the very beginning.,1,,,,,,,0,2,snri
440,69,EffexorXR.69,3,"if i missed more than two doses in a row i'd be a total mess, 300mg daily.",,1,,,,,,0,2,snri
441,69,EffexorXR.69,4,"mostly i felt okay, but i wasn't comfortable taking such a high dosage and not seeing big results.",,,1,,,,,0,2,snri
442,70,EffexorXR.70,1,"Very tired and nervous, And Diarrhea. ",1,,,,,,,0,2,snri
443,71,EffexorXR.71,1, I have taken effexor Xr 450mgs for over 7 years.,,,,,,,,1,2,snri
444,71,EffexorXR.71,2,I am currently going thru severe withdraw symptoms which I was never ever informed about.,,1,,,,,,0,2,snri
445,71,EffexorXR.71,3,I would really caution anyone who wants to begin any drug for depression without first finding out all the facts of this medicine.,,,,,1,1,,0,2,snri
446,72,EffexorXR.72,1,trouble sleeping-still depressed.,1,,,1,1,!,,0,2,snri
447,72,EffexorXR.72,2,This drug didn't help at all.,,,,1,,,,0,2,snri
448,72,EffexorXR.72,3,I kept telling my doc that I wasn't feeling a difference but she just kept prescibing it.,,,,,,,,1,2,snri
449,72,EffexorXR.72,4,She always had plenty of samples to give out.,,,,,,,,1,2,snri
450,72,EffexorXR.72,5,"I felt like she was ""bought"" by the drug reps that kept giving her the samples and she was prescibing it for her benefit not mine.",,,,,,,,1,2,snri
451,72,EffexorXR.72,6,The withdrawals were not pretty.,,1,,,,,,0,2,snri
452,72,EffexorXR.72,7,"Would never ever ever take this again and I found a new doc, Don't be afraid to test the system and tell your doc no, that things aren't working and they aren't listening.",,,,,,,,1,2,snri
453,73,EffexorXR.73,1,"Lethargy, low libido, dont want to do anything.",1,,,,,,,0,2,snri
454,73,EffexorXR.73,2,"I am very healthy and physically fit, Just started-only 2 37,5 mg. doses into it.",,,,,,,,1,2,snri
455,73,EffexorXR.73,3,"Im going back to the Welbutrin which worked perfectly at 75mg a day, really gave me a lift and very little reduction in libido at that dose, which every doctor told me was ineffective, Rediculous-75mg (I break a 100 mg into 4 pieces) a day got me out of the house and energy, confidence.",,,,,,,,1,2,snri
456,73,EffexorXR.73,4,"My doctor kept pushing me to try Effexor, but after reading all the terrible stories here Im quitting now.",,,,,,,,1,2,snri
457,73,EffexorXR.73,5,"The positive reports here sound like they were written by drug reps. Im going back to Welbutrin, but dont let Dr. s tell you you have to take 300mg a day-that's crazy!",,,,,,,,1,2,snri
458,74,EffexorXR.74,1,"Overall stoned feeling, tingly sensations, confused, could not stop crying, dizzy and disoriented.",1,,,,,,,0,2,snri
459,74,EffexorXR.74,2,I would never try another anti-depressant again in my life.,,,,,,,,1,2,snri
460,74,EffexorXR.74,3,"These drugs really change a person, from their mood, to their personality.",1,,,,,,,0,2,snri
461,74,EffexorXR.74,4,"They alter your thinking, and basically just mask the problem.",1,,,,,,,0,2,snri
462,74,EffexorXR.74,5,"I have tried many different drugs, Effexor being the most recent.",,,,,,,,1,2,snri
463,74,EffexorXR.74,6,"I tried it for 7 weeks, and basically had no benefits over that time.",,,,1,,,,0,2,snri
464,74,EffexorXR.74,7,Every time I mentioned this to the doctors their only advice was to up the dose.,,,,,,,,1,2,snri
465,74,EffexorXR.74,8,"I was near 300 mg a day, and made the decision about a week ago to discontinue this drug, it was not worth all the side effects.",,,,,,,,1,2,snri
466,74,EffexorXR.74,9,"I would rather feel myself, and have anxiety than to feel like a zombie.",1,,,,1,!,,0,2,snri
467,74,EffexorXR.74,10,So now I begin the fun ride of withdrawal.,,,,,,,,1,2,snri
468,74,EffexorXR.74,11,"So far its been one week, and I have been cutting down the doses accordingly, and I am having terrible dreams, am really dizzy and wake up sweating in bed.",,1,,,,,,0,2,snri
469,74,EffexorXR.74,12,I just can't wait for this drug to be out of my system so I can feel like myself again.,,,,,,,,1,2,snri
470,74,EffexorXR.74,13,"Apparently Effexor has the highest percentage of withdrawal effects, higher than Paxil, the effe",,,,,,,,1,2,snri
471,75,EffexorXR.75,1,My first language is not english so bear with my spell.,,,,,,,,1,2,snri
472,75,EffexorXR.75,2,"When I whent fron efexor xr 75 to 150 inmeditely i start feeling very warm in the stomag and sleppless in about three weeks after I en up in the emmergency room with 57 of hemoglobin concentration out of 135 they have to give me 4 bags of blood and I stayed there for three days, during those days I did not take the efexor but on the fourth day when I came out of the hospital I was feeling very dizzy so I took the efexor again with food in the morning and later I eat two kiwis and I felt so much pain in the ulcer caused by efexor that I had to drink a lot of milk to calm down the horrible pain.",1,1,,,,,,0,2,snri
473,75,EffexorXR.75,3,Today I have'nt take it and I eat somethin spicy and greasy and my stomag just blouwed but no pain.,,,,,,,,1,2,snri
474,75,EffexorXR.75,4,I have never had stomacal problems prior to efexor until now so I am goin to stop taking it but taping it down I let you know how I recover from my ulcer and the other side effects.,1,,,,,,1,0,2,snri
475,75,EffexorXR.75,5,Sleepiness Dizziness Constipation Raised blood pressure Fatigue,1,,,,,,,0,2,snri
476,76,EffexorXR.76,1,"Over the course of months I gained 20 pounds, tried to get off the meds 3 times had had such awful side effects, electric shocks through body, blurred vision, major headaches.",1,1,,,,,,0,2,snri
477,76,EffexorXR.76,2,"Discountinuation of this drug is like going on a detox, it was horrible.",,1,,,,,,0,2,snri
478,76,EffexorXR.76,3,Finally off of it for 2 weeks now and starting to feel more like myself,,,,,,,,1,2,snri
479,77,EffexorXR.77,1,When I first started taking it.,,,,,,,,1,2,snri
480,77,EffexorXR.77,2,"I confused the awful side effects for feeling more depressed & more anxious, so my doctor upped my dose.",1,,,1,1,1,,0,2,snri
481,77,EffexorXR.77,3,I was taking 300mg/day for about a year.,,,,,,,,1,2,snri
482,77,EffexorXR.77,4,"Then I just couldn't handle the headaches it caused, so my doctor lowered my dose gradually over the last two years or so.",1,,,,,,,0,2,snri
483,77,EffexorXR.77,5,"Since taking Effexor, my life has been miserable, Can't sleep when I want to, can't stay awake when I want to, lethargic, dizzy, blurred vision, extreme fatigue, extreme increase in appetite.",1,,,,,,,0,2,snri
484,77,EffexorXR.77,6,If I go more than two hours past my dose.,,,,,,,,1,2,snri
485,77,EffexorXR.77,7,I can't even see straight!,,1,,,,,,0,2,snri
486,77,EffexorXR.77,8,My lips become numb.,,1,,,,,,0,2,snri
487,77,EffexorXR.77,9,It's horrifying!,,,,,,,,1,2,snri
488,77,EffexorXR.77,10,I hate Effexor XR.,,,,,,,,1,2,snri
489,77,EffexorXR.77,11,The only good thing that's happened from taking it is now I realize my anxiety & depression are not as insurmountable as I thought - being on Effexor IS!,,,1,,1,1,,0,2,snri
490,77,EffexorXR.77,12,"I am down to 37,5mg/day and hope to be completely off in about a month.",,,,,,,,1,2,snri
491,77,EffexorXR.77,13,ONE WEEK since I decided to go off Effexor and I realize what it has done to my life!,,,,,,,,1,2,snri
492,77,EffexorXR.77,14,"I see the light at the end of the tunnel so to speak, Don't take it - it's very nasty and you will regret it.",,,,,,,,1,2,snri
493,77,EffexorXR.77,15,Go for a run at the park - it feels great!,,,,,,,,1,2,snri
494,77,EffexorXR.77,16,"You can't do that after being on Effexor a while, it makes you fat, exhausted & feel hopeless!",1,,,,,,,0,2,snri
495,78,EffexorXR.78,1,"Drowsy throughout the day, sleeping for a long time, weird dreams, heart palpitations, minor muscle spasms, lower libido, skipped periods often, heavy periods when I did get them, migraines, feeling slightly more aggressive, lowered mental capacity.",1,,,,,,,0,2,snri
496,78,EffexorXR.78,2,"It at least did something, but the amount of side effects speaks for itself.",,,,,,,,1,2,snri
497,78,EffexorXR.78,3,"It helped anxiety slightly, but made my depression worse in my eyes.",,,1,1,1,1,,0,2,snri
498,78,EffexorXR.78,4,Despite the slight amount of energy I had.,,,,,,,,1,2,snri
499,78,EffexorXR.78,5,I felt even less motivation to direct it towards anything productive.,1,,,,,,,0,2,snri
500,78,EffexorXR.78,6,"My inability to think correctly lead me to get frustrated when I tried to get work done, and also lead me to being more rash with decision making.",1,,,,,,,0,2,snri
501,78,EffexorXR.78,7,Sleeping more did not affect my sleep schedule.,1,,,,,,,0,2,snri
502,78,EffexorXR.78,8,In other words; I was up for less hours at a time.,1,,,,,,,0,2,snri
503,78,EffexorXR.78,9,Weird dreams is honestly the only good thing about this drug for me.,1,,,,,,,0,2,snri
504,78,EffexorXR.78,10,The amount of side effects sure made life even less fun than it already was.,1,,,,,,,0,2,snri
505,78,EffexorXR.78,11,Quitting this drug was horrible.,,1,,,,,,0,2,snri
506,78,EffexorXR.78,12,"Constantly felt like I was about to faint, felt like my brain was being zapped with an electrical discharge.",,1,,,,,,0,2,snri
507,78,EffexorXR.78,13,"These were strong feelings, even though I was gradually reducing the amount.",,1,,,,,,0,2,snri
508,78,EffexorXR.78,14,"I heard taking an SSRI while weaning off helped, since withdrawal from SSRIs is not nearly as bad, but I didn't have that since it was my decision to quit.",,,,,,,,1,2,snri
509,78,EffexorXR.78,15,This is surprisingly strong stuff.,,,,,,,,1,2,snri
